"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36"
"10849",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10861",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10865",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10879",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10893",1064,1065,1066,1067,1027,1040,1061,1068,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10896",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10897",1064,1065,1066,1067,1027,1040,1061,1068,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10902",1010,1025,1020,1026,1041,1004,1001,1032,1003,1088,1017,1018,1014,1000,1089,1001,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10909",1008,1017,1031,1052,1001,1003,1018,1068,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10916",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10922",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10933",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10943",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10951",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10956",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10960",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10984",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10991",1008,1009,1017,1001,1003,1024,1034,1018,1032,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11002",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11008",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11016",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11018",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11022",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11027",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11029",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11032",1045,1062,1017,1004,1021,1008,1056,1046,1040,1034,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11044",1025,1069,1017,1074,1008,1037,1009,1026,1032,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11049",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11056",1045,1062,1017,1004,1021,1008,1056,1046,1040,1034,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11070",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11074",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11083",1008,1017,1031,1052,1001,1003,1018,1068,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11087",1045,1062,1017,1004,1021,1008,1056,1046,1040,1034,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11090",1064,1065,1066,1067,1027,1040,1061,1068,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11106",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11107",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11128",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11132",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11136",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11140",1008,1030,1017,1003,1001,1034,1002,1004,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11142",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11143",1064,1065,1066,1067,1027,1040,1061,1068,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11159",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11166",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11169",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11174",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11179",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11181",1064,1065,1066,1067,1027,1040,1061,1068,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11183",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11191",1010,1025,1020,1026,1041,1004,1001,1032,1003,1088,1017,1018,1014,1000,1089,1001,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11196",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11209",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11220",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11235",1045,1062,1017,1004,1021,1008,1056,1046,1040,1034,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11243",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11249",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11252",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11254",1045,1062,1017,1004,1021,1008,1056,1046,1040,1034,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11256",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11263",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11284",1008,1017,1031,1052,1001,1003,1018,1068,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11292",1045,1062,1017,1004,1021,1008,1056,1046,1040,1034,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11297",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11311",1008,1017,1031,1052,1001,1003,1018,1068,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11319",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11320",1045,1062,1017,1004,1021,1008,1056,1046,1040,1034,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11323",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11331",1064,1065,1066,1067,1027,1040,1061,1068,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11332",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11359",1017,1018,1035,1037,1090,1009,1001,1032,1003,1088,1017,1018,1014,1000,1089,1001,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11367",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11376",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11379",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11407",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11411",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11413",1008,1009,1017,1001,1003,1024,1034,1018,1032,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11429",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11431",1045,1062,1017,1004,1021,1008,1056,1046,1040,1034,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11440",1008,1030,1017,1003,1001,1034,1002,1004,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11444",1081,1082,1040,1001,1018,1083,1034,1018,1032,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11447",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11451",1045,1062,1017,1004,1021,1008,1056,1046,1040,1034,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11452",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11453",1045,1062,1017,1004,1021,1008,1056,1046,1040,1034,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11458",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11467",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11482",1008,1025,1026,1063,1041,1034,1026,1049,1034,1002,1018,1018,1014,1000,1089,1001,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11501",1064,1065,1066,1067,1027,1040,1061,1068,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11502",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11503",1045,1062,1017,1004,1021,1008,1056,1046,1040,1034,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11508",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11519",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11520",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11521",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11523",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11526",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11528",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11535",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11539",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11540",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11541",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11544",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11550",1008,1009,1017,1001,1003,1024,1034,1018,1032,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11555",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11558",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11577",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11584",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11592",1045,1062,1017,1004,1021,1008,1056,1046,1040,1034,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11599",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11600",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11601",1008,1017,1031,1052,1001,1003,1018,1068,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11604",1045,1062,1017,1004,1021,1008,1056,1046,1040,1034,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11607",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11608",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11611",1064,1065,1066,1067,1027,1040,1061,1068,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11613",1045,1062,1017,1004,1021,1008,1056,1046,1040,1034,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11615",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11631",1008,1017,1031,1052,1001,1003,1018,1068,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11640",1008,1017,1031,1052,1001,1003,1018,1068,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11644",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11648",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11652",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11663",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
